reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Suresh ji ₹9000 bike loan EMI pending hai, 82 days ho gaye. Full payment karein, nahi to legal action lena padega.","Anna, ₹4500 abhi bhej sakta hun, baaki 10 din mein zaroor karenge. Please legal action mat karein.",partial_payment,82,9000,bike loan EMI,worried,hyderabad,10,4500.0,,,False,True
"Yaar, ₹4200 bike loan EMI 51 days overdue hai. Turant payment karein.","Bhai, maine 10 din pehle UPI se payment kar diya tha. Aapke system mein lagta hai kuch gadbad hai.",dispute,51,4200,bike loan EMI,polite,delhi,,,payment not updated,technical issue,False,False
Bhai ₹9000 EMI overdue hai. Legal notice bhejne pad sakta hai. UPI se payment karein.,"Sorry bhai ₹4500 abhi bhej sakta hun. Baaki kab tak bhejna hoga, aap batao.",partial_payment,24,9000,business loan EMI,worried,chennai,,4500.0,,,False,True
Saurabh ji ₹20000 settle karne ke liye 15% extra dena padega. Pakka karein?,"nahi kar sakta, abhi ghar ki financial situation thodi tight hai. Court mein milte hain.",refusal,5,20000,business loan EMI,angry,delhi,,,threat to go to court,financial constraint,False,True
"Arre, ₹4800 EMI 48 din overdue. RBI ke rules ke mutabiq CIBIL score pe asar padega. Thoda samay nikaal kar UPI se payment karein: rzp.io/pay","Sorry bhai, office mein busy tha. Abhi payment kar dunga. Settlement nahi karna padega na?",promise_to_pay,48,4800,mobile loan EMI,worried,mumbai,abhi,4800.0,settlement,busy,True,True
"Nalini ji, aapke ₹8000 ka EMI 40 din se pending hai. UPI se payment kar sakti hain?","Haan, ₹3000 abhi bhej sakti hun. Baaki 20 din mein karta hun",partial_payment,40,8000,BNPL payment,resigned,mumbai,20,3000.0,,,False,False
"Kay re, Amit ji, ₹15000 EMI due hai, 85 din se intezar kar rahe hain. Poora payment karke settlement karein.","Abhi thoda mushkil hai re, 7500 abhi bhejta hun, baaki 1 mahine mein pakka",partial_payment,85,15000,mobile loan EMI,worried,mumbai,30,7500.0,,,False,False
"Rajat ji, ₹12000 bike loan EMI 15 din overdue. Late fees lagu hoga. CIBIL bhi affect hoga. Abhi karein: rzp.io/pay","bhai thoda time do, friday salary aayegi usse pehle transfer karwa dunga 🙏",promise_to_pay,15,12000,bike loan EMI,cooperative,delhi,friday,12000.0,,financial,True,False
"Bhai, ₹13000 EMI 72 din overdue hai. Pakka settlement offer hai, 30% late fees maaf karenge. Turant karein: rzp.io/pay","Arey, itna paisa nahi hai. Jab salary aayegi, transfer kar dunga 🤞",promise_to_pay,72,13000,business loan EMI,cooperative,delhi,,,,financial_issues,False,False
"Amit ji, ₹8000 EMI 22 din ho gaye. Settlement option bhi hai. UPI se kar dein: rzp.io/pay","dekho sir, kal se transfer kar dunga. Paisa arrange kar raha hoon",promise_to_pay,22,8000,business loan EMI,cooperative,bangalore,tomorrow,8000.0,,arranging funds,False,False
"Sir, ₹25000 mobile loan EMI 27 days overdue. Poora ek baar mein karein, CIBIL score impact ho sakta hai.","Sorry sir, abhi thoda tight hoon, 12000 abhi bhej sakta hun, baaki 20 tarikh ko pakka.",partial_payment,27,25000,mobile loan EMI,worried,bangalore,20,13000.0,,temporary financial difficulty,True,False
"Vikram ji, ₹15000 ka BNPL payment 70 din se overdue hai. Late fees lag rahi hai. Aapne kab tak payment karne ka plan hai re?","Yaar paisa nahi hai, business mein nuksan ho raha hai, next quarter zarur kar dunga, settlement offer kya hai? ₹10000 kar dunga",needs_more_time,70,15000,BNPL payment,worried,chennai,,10000.0,,business_problem,False,False
"Ankit ji, ₹3500 EMI kal due thi. Kay, UPI se kar dein: rzp.io/pay. Late fees se bach sakte hai. Settlement offer hai, aapke liye achha hoga","Haan bhai, pakka kar dunga. Friday ko salary aayegi, usse pehle kar dunga 🙏",promise_to_pay,87,3500,personal loan EMI,cooperative,mumbai,Friday,3500.0,,awaiting_salary,False,False
"Rajesh ji, ₹10000 ke EMI ka payment karo, CIBIL score par asar padega, 25 din ho gaye","Bhai, main kuch nahi kar sakta, sun lo, abhi kuch nahi ho sakta",refusal,25,10000,credit line EMI,resigned,delhi,,,,,True,False
"Yaar, ₹15000 EMI due hai. RBI guidelines ke mutabiq CIBIL score impact ho sakta hai. ₹7500 abhi bhej sakte hain?","abhi ₹3000 bhej raha hun, baaki ₹12000 kal tak pakka",partial_payment,22,15000,mobile loan EMI,resigned,delhi,kal,12000.0,,unforeseen circumstances,True,False
"Sachin sir ₹18000 EMI pending hai. ₹6000 abhi bhejo, baaki ₹12000 20 din mein, nahi to CIBIL score kharab ho sakta hai","Sir ₹4000 abhi bhej raha hun, baaki ₹14000 25 din mein bejoonga, aap bekku settlement karwa do",partial_payment,60,18000,business loan EMI,resigned,bangalore,25,14000.0,late fees,financial difficulties,True,False
"Rahul ji, ₹4200 EMI 22 din overdue. CIBIL score ko nuksan ho sakta hai. Abhi karein: rzp.io/pay","thik hai bhai, abhi kar rahe hain, transaction Reference no. 12345 hai",promise_to_pay,22,4200,credit line EMI,resigned,mumbai,,4200.0,,,True,False
"Rajesh ji, ₹6000 EMI 9 din ho gaye. Abhi tak payment nahi aayi. Turant UPI se kar dein: rzp.io/pay. CIBIL affect hoga.","Bhai, kal office se baat karke pakka kar dunga. Sorry 🙏",promise_to_pay,9,6000,business loan EMI,polite,delhi,tomorrow,6000.0,,office_work,True,False
"Sunil ji ₹14000 bike loan EMI bahut din se pending hai. CIBIL score impact ho jayega, turant payment karein.","bole to kya bolu? Paisa nahi h, mummy hospital mein hain 🙏",needs_more_time,24,14000,bike loan EMI,worried,bangalore,10,,,family_problem,True,False
"Rahul ji, ₹4500 EMI kal due thi. Aaj tak payment nahi aayi. UPI se kar dein: rzp.io/pay. Late fees ₹500 lagu hoga.","Haan bhai, kal pakka kar dunga. Aaj ghar mein kuch kaam tha 🙏",promise_to_pay,9,4500,business loan EMI,polite,delhi,tomorrow,4500.0,,personal_work,False,False
Rahul ji aapka ₹8500 personal loan EMI 5 din se overdue hai. Turant payment karein ya phir late fees lag jayega.,"Yaar mujhe thoda time do, 7 din mein pakka kar dunga. Kya UPI se payment kar sakte hain?",needs_more_time,5,8500,personal loan EMI,polite,delhi,7 days,8500.0,,time constraint,False,False
"Bhai, ₹18000 EMI pending hai. Aapko turant payment karna hoga, varna late fees lagu hoga.","Bhai, kuch din ka time de do. Main aapko bataunga.",partial_payment,89,18000,bike loan EMI,evasive,delhi,,,,,False,False
"Rajesh ji, aapki ₹18000 EMI 36 days overdue hai. Late fees lagu ho rahi hain, aap kya karna chahenge?","Enti ₹9000 abhi bhejta hun, baaki next month zaroor karenge, okay ra?",partial_payment,36,18000,mobile loan EMI,evasive,hyderabad,next month,9000.0,,need more time,False,False
"Rahul ji, aapka ₹8000 personal loan EMI 75 days overdue hai. Full payment karein, nahi toh late fees lag sakti hai.","Re bhai, CIBIL score kharab ho jayega na? 4000 abhi bhejta hun, baaki 1 hafte mein pakka.",partial_payment,75,8000,personal loan EMI,worried,mumbai,7,4000.0,,credit score concern,True,False
"Arre ₹8200 ka loan aapka 55 din se overdue hai. Aapko legal notice bhi mil sakta hai, plz UPI se payment karein.","Mujhe pata hai aap kya kar sakte ho, mera loan 7000 ka tha extra charges kyun? Kay aap adjust karo?",dispute,55,8200,BNPL payment,angry,hyderabad,,,incorrect_amount,,False,True
"Dinesh ji ₹28000 ka EMI pending hai. Late fees lagu ho rahi hai. Turant payment karein, nahi toh RBI guidelines ke hisaab se action lena padega. Settlement option bhi band ho jayega.","Bhai, main koshish kar raha hun. Ek hafte mein kar dunga. Pakka. 🤞",refusal,40,28000,business loan EMI,cooperative,chennai,1 week,28000.0,,financial,False,True
"Sir, ₹28000 EMI 27 din se pending hai. Late fees lag rahi hai, settlement karne ke liye ek option do.","Yaar business mein problem chal raha, next month double kar dunga.",needs_more_time,27,28000,credit line EMI,evasive,bangalore,next month,,,business_issues,False,False
"Namaste sir, ₹3200 EMI 3 din ho gaye. Bekku UPI se kar dein: rzp.io/pay","Illa Monday ko kar dunga, abhi ghar mein problem hai 🙏",promise_to_pay,3,3200,business loan EMI,polite,bangalore,Monday,3200.0,,personal_problem,False,False
"Rahul ji, ₹10000 ki BNPL payment 52 din se overdue hai. Late fees ₹2000 lag chuke hain. Turant UPI se settle karein, nahi toh CIBIL score par asar padega.","Yaar bhai, sach mein business mein problem chal raha hai. 15 din aur do please, pakka settlement kar dunga 🙏",needs_more_time,52,10000,BNPL payment,polite,delhi,15 days,10000.0,,business problem,True,False
"Rahul ji, ₹15000 ka EMI 61 days se pending hai. UPI se ₹5000 abhi bhej do, baaki ₹10000 kal bhejne ki koshish karo.","Yaar, maine ₹10000 bheja hai, ₹5000 kal bhejne ki koshish karta hun.",partial_payment,61,15000,mobile loan EMI,polite,delhi,tomorrow,5000.0,,temporary financial difficulties,False,False
"Hi Ramesh ji, ₹9000 mobile loan EMI 22 days overdue. Late fees ₹1000 lag chuke hain. Abhi UPI se payment karein: rzp.io/pay, CIBIL score bhi affect hoga.","Bhai, mujhe thoda time do, next month transfer kar dunga, sorry for the delay 🙏",promise_to_pay,22,9000,mobile loan EMI,evasive,hyderabad,next month,10000.0,,waiting_for_next_month,True,False
Re Varun ji ₹3500 EMI 14 din overdue hai. Kay aapko pata hai ki late fees kya hai? UPI se kar dein: rzp.io/pay,"Arre bhai kal payment kar dunga, abhi ghar mein kuch kaam hai 🙏",promise_to_pay,14,3500,mobile loan EMI,polite,mumbai,kal,3500.0,,personal_issue,False,False
"Deepak ji ₹2500 bike loan EMI 2 din se due hai. Late fees ₹200 lag gayi hai, aap turant payment kar lein. UPI link: upi://pay?pa=rbi@loan&pn=Loan%20Repayment&am=2700","Bhai sun, abhi paisa nahi h, 10 din baad kar dunga",needs_more_time,2,2500,bike loan EMI,evasive,up,10 din baad,,,,False,False
"Vikram ji ₹18000 ka EMI 3 mahine se pending hai, UPI se aaj payment karein, CIBIL score ko maintain karne mein madad milegi","Nako yaar, paisa nahi hai, kuch din aur de do, business mein problem chal rahi hai, next month double kar dunga",needs_more_time,86,18000,personal loan EMI,desperate,mumbai,next_month,36000.0,,business_issue,True,False
"Saurabh ji, ₹11000 ki BNPL payment ko 52 din ho gaye hain. ₹2200 late fees lag chuke hain. Bol, aapko pata hai ki aapka CIBIL score kharab ho raha hai. Turant contact karein.","Yaar, paisa nahi hai. Kabhi kabhi settlement kar dunga, bas thoda time do 🙏",needs_more_time,52,11000,BNPL payment,desperate,delhi,,,,financial problem,True,False
Amit ji ₹7000 due hai. Agar payment nahi karoge toh CIBIL score affect hoga.,yeh amount galat hai mera loan 6000 ka tha extra charges kyun? bill bhej do toh dekhta hoon,dispute,75,7000,BNPL payment,angry,bangalore,,,incorrect amount,billing error,True,False
"Rahul ji, aapki ₹15000 ki EMI 41 din se pending hai. Settlement karne ke liye bol sakte hain, lekin turant UPI se payment karein.","Abhi kuchh ho nahi sakta, aap logon ko pata hai na, aise waqt par kitna pressure hota hai 🤕",refusal,41,15000,credit line EMI,resigned,delhi,,,,financial,False,False
Ramesh ji ₹10000 EMI bohot der se pending hai. Settlement karne se late fees aur CIBIL impact bach sakte hain.,"Yaar business thoda slow chal raha, next quarter mein double kar dunga, abhi ₹5000 kar sakte hain.",needs_more_time,27,10000,business loan EMI,evasive,mumbai,,5000.0,,business slow,True,False
"Suresh ji, bike loan EMI ₹6500 ke 12 din ho gaye, late fees lag rahi hai, aapko CIBIL score par bhi impact padega, aaj hi payment karein.","Re, mummy hospital mein hain, 10 din aur do please, uske baad zarur kar dunga 🙏",needs_more_time,12,6500,bike loan EMI,desperate,mumbai,10 days,6500.0,,family problem,True,False
"₹18000 EMI overdue hai. Late fees bhi lagu honge. Settlement ke liye bol rahe hain, lekin poora payment nahi hua hai. Okay ra, abhi kya plan hai?","Bhai ₹9000 abhi bhejta hun, baaki 2 hafte mein pakka karenge. Thoda time lagega, sorry.",partial_payment,28,18000,credit line EMI,cooperative,hyderabad,2 weeks,9000.0,,time constraint,False,False
"Boss ₹32000 ka personal loan EMI pending hai. 64 days ho gaye hain, CIBIL score bhi affect ho raha hai. Settlement offer karte hain, 70% amount pay karoge to baaki maaf.","nahi boss, main kuch nahi kar sakta abhi",refusal,64,32000,personal loan EMI,desperate,hyderabad,,,,,True,False
"Anil ji, ₹8500 credit line EMI 85 din se pending hai. Turant bharein, late fees ho rahi hai.","Yaar, business mein thoda problem chal raha hai, 15 din aur do please 🙏",needs_more_time,85,8500,credit line EMI,polite,delhi,15 din,,,business_problem,False,False
"Ramesh ji ₹10000 pending hai. ₹5000 abhi pay karein, baaki 10 tarikh ko ₹5000 or ₹1500 ki late fee. Legal action bhi ho sakta hai.","₹5000 abhi bhejta hun, baaki ₹3000 10 tarikh ko or ₹2000 15 tarikh ko bhejunga. Enti thik?",partial_payment,90,10000,personal loan EMI,worried,hyderabad,10,5000.0,,,False,True
" ₹12000 ke BNPL payment ki last date 25 din pehle nikal gayi thi. Aapko late fees bhi deni padegi. Aapki CIBIL score par asar pad sakta hai, enti?","Main kal tak kar dunga, par thoda problem hai, definitely bol raha hun",refusal,25,12000,BNPL payment,evasive,hyderabad,,,,vague,True,False
"Ravi ji ₹15000 EMI pending hai, UPI se payment kar sakte hain. CIBIL score par asar padta hai","Bhai, mera business thoda down chal raha hai, abhi 7500 hi de paunga, baaki 15 tarikh ko",partial_payment,19,15000,mobile loan EMI,desperate,mumbai,15 days,7500.0,,business struggles,True,False
"Rajesh bhai, ₹6000 EMI 20 din overdue hai. Abhi payment karein: rzp.io/pay. Late fees bhi lag gaye hain.","abhi nahi kar sakte bhai, paise nahi hain",promise_to_pay,20,6000,mobile loan EMI,evasive,delhi,,,,financial difficulty,False,False
"₹2800 bike loan EMI 20 din se pending hai. Aapka CIBIL score affect hoga, turant payment karein.","Abhi ₹1000 hi kar sakta hoon, baki 10 din mein kar dunga. Sorry re, thoda time do 🙏",needs_more_time,20,2800,bike loan EMI,worried,mumbai,10 din,1800.0,,partial payment,True,False
Anna ₹20000 EMI 28 din overdue hai. Late fees bhi lag rahi hai. UPI se abhi kar dein: rzp.io/pay. CIBIL score affect hoga.,"Boss, sorry yaar office mein thoda busy tha. Definitely kal kar dunga.",promise_to_pay,28,20000,personal loan EMI,polite,hyderabad,kal,20000.0,,busy,True,False
"Amit bhai, ₹12000 ki EMI due ho gayi hai, 9 din ho gaye hain, turant payment karwa dein. UPI se payment link bhej raha hoon.","nahi yaar, thoda time do, abhi settlement ho jayega 🙏",refusal,9,12000,credit line EMI,polite,delhi,,,,time,False,False
"Rahul ji ₹4500 overdue ho gaya 12 din. Late fees lag rahi hai aaj settle karein, yaar.","bhai sach mein paisa nahi h, papa ke hospital bills pay karne the 15 din aur do please 🙏",needs_more_time,12,4500,mobile loan EMI,polite,delhi,15 din,4500.0,,medical,False,False
"₹3500 ka EMI 5 din ho gaya hai overdue, yaar. Payment link bhej raha hun. Turant settle karein. Late fees se bach sakte hain.","Bhai, abhi nahi kar paunga. 25 din mein zarur kar dunga.",needs_more_time,5,3500,credit line EMI,evasive,delhi,25 days,,,no_commitment,False,False
"Hi Rahul ji, ₹3800 EMI 3 din ho gaye. UPI se kar dein: rzp.io/pay. Late fees bhi lagega",Abhi kuch din mein kar dunga,promise_to_pay,3,3800,business loan EMI,evasive,bangalore,,3800.0,,vague_timeline,False,False
"Amit ji ₹9000 EMI pending hai, turant payment karein.","Bhai ₹4500 abhi bhejta hun, baaki 25 tarikh ko pakka. Bol payment link bhej do.",partial_payment,12,9000,credit line EMI,desperate,delhi,25,4500.0,,,False,False
"Amit ji, ₹2500 ka EMI 3 din ho gaye overdue. Abhi tak payment nahi aayi. CIBIL affect hoga. Abhi karein: rzp.io/pay","haan bhai, thoda time chahiye, monday ko pakka kar dunga",promise_to_pay,3,2500,BNPL payment,cooperative,pune,monday,2500.0,,time,True,False
"Arre, Rohan ji ₹8000 EMI due hai. 25 din ho gaye, ab late fees bhi lagega. CIBIL score pe impact padega, nako?","Maine thoda time lekar payment karoonga, re. Aap system check karo, UPI kar diya tha maine",dispute,25,8000,business loan EMI,polite,mumbai,,,payment made,technical issue,True,False
"Amit ji, ₹8000 EMI 9 din overdue hai. Late fees bhi lagu hoga. CIBIL affect hoga. Abhi karein: rzp.io/pay","Bhai, friday salary aayegi pakka usse pehle transfer 🙏🙏",promise_to_pay,9,8000,business loan EMI,cooperative,delhi,friday,8000.0,,waiting_for_salary,True,False
"₹18000 due hai 73 din ho gaye, sir. Aapka CIBIL score affect ho sakta hai. Kuch EMI plan banate hain?","Sir bekku ₹5000 kar sakta hun, baaki ₹13000 10 din mein karunga",refusal,73,18000,BNPL payment,evasive,bangalore,in 10 days,13000.0,,temporary financial constraints,True,False
"Namaste Rohan ji, aapka ₹10000 EMI 9 din se overdue hai. ₹5000 abhi bhejne se aapka account settle ho jayega.",Sir ₹5000 abhi bhejunga. Baaki 18 tarikh ko kar dunga.,partial_payment,9,10000,personal loan EMI,resigned,bangalore,18,5000.0,,,False,False
"Sandeep ji ₹9000 ka EMI 90 din se due hai, please transaction Reference number share karein.","Mujhe laga tha maine 2 hafte pehle payment kar diya tha, lekin abhi bhi due show ho raha hai. Aapke system mein gadbad hai.",dispute,90,9000,credit line EMI,angry,bangalore,,,payment not reflected,system error,False,False
"Amit ji, ₹10000 EMI kal due thi. Aaj tak payment nahi aayi. CIBIL score ko nuksan hoga. Abhi karein: rzp.io/pay","bhai, abhi kuch nahi kar sakte. Salary abhi nahi aayi. Dekh lenge",promise_to_pay,25,10000,credit line EMI,resigned,bangalore,,,,salary,True,False
"Nitin ji, aapka ₹10000 personal loan EMI 75 days overdue hai. UPI se payment kar sakte hain.","Kay bhai, poora ek baar mein nahi hoga. 5000 abhi bhejta hun, baaki 30 tarikh ko pakka.",partial_payment,75,10000,personal loan EMI,resigned,mumbai,30,5000.0,,financial constraint,False,False
